event_id,start_year,end_year,date_display,era,event_name,event_kind,region_culture,location,peoples_factions,named_figures,historical_summary,possible_gameplay_hooks,likely_household_effects,severity_1_to_5,date_precision,canon_status,source_url_1,source_url_2,research_notes,event_category,game_scope,affected_systems,implementation_priority,research_confidence,research_pass
GENS-HIST-0370,296,298,AD 296–298,Dominate,Egyptian usurpation of Domitius Domitianus and siege of Alexandria,Civil War / Usurpation,Egyptian / Roman,Egypt and Alexandria,Tetrarchic government; Egyptian rebels,Domitius Domitianus; Aurelius Achilleus; Diocletian,A usurpation in Egypt led to prolonged resistance and Diocletian's recapture of Alexandria.,Urban siege; rebel allegiance; grain disruption; confiscation; postwar purge.,Security; grain trade; property; taxes; political loyalty,5,range,research_addition,https://www.livius.org/articles/person/diocletian/,,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v2
GENS-HIST-0371,297,297,c. AD 297,Dominate,Iugatio-capitatio tax assessment reform,Economy / Tax Reform,Empire-wide,Empire-wide,Imperial tax administration; landowners; rural population,Diocletian,Late Tetrarchic fiscal reform linked assessments of cultivated land and population more systematically; Egyptian evidence dates implementation to around AD 297.,Estate census; reassessment; tax appeal; concealment of labor/land; administrative survey.,Taxes; land values; labor; recordkeeping; rural economy,5,approximate,research_addition,https://www.cambridge.org/core/journals/traditio/article/abs/studies-in-byzantine-economy-iugatio-and-capitatio/B24DB3BA8409A483C7E2230C23DCBB59,,Exact empire-wide implementation varied; Egypt provides especially firm evidence.,Economy & Trade,Imperial,Economy & Finance; Settlement & Demographics; Construction & Estates,Critical,High,v2
GENS-HIST-0372,297,298,AD 297–298,Dominate,Galerius defeats Persia; Peace of Nisibis,War / Diplomacy,Sasanian / Roman,Armenia and Mesopotamia,Rome; Sasanian Persia,Galerius; Narseh; Diocletian,Roman victory produced a favorable eastern settlement and strengthened frontier influence.,Trade reopening; diplomatic prestige; border changes.,Security; trade; diplomacy,4,range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/wai.html,,,Conflict & Security,Regional,Economy & Finance; Military & Security,High,High,v1
GENS-HIST-0373,297,302,AD 297 or 302,Dominate,Diocletian issues severe anti-Manichaean rescript,Religion / Persecution Edict,Roman / Manichaean,Eastern Roman Empire,Imperial authorities; Manichaean communities,Diocletian,"An imperial rescript condemned Manichaeism as a dangerous foreign Persian religion, prescribing execution for leaders and harsh penalties or confiscation for adherents of status.",Forbidden religious text; elite convert exposed; property confiscated; investigation of foreign contacts.,Piety; legal risk; property; diplomacy,5,approximate_range,research_addition,https://assets.cambridge.org/97805215/60900/frontmatter/9780521560900_frontmatter.htm,https://www.cambridge.org/core/books/serving-the-christian-state-in-late-antiquity/making-the-state-christian/074862E1053DE12C985C3DBC44882FA1,Scholarly dating varies between 297 and 302.,Law & Legal Status,Regional,Legal & Court; Religion; Construction & Estates,Critical,High,v4
GENS-HIST-0374,298,306,AD 298–306,Dominate,Baths of Diocletian constructed in Rome,Infrastructure / Public Baths,Roman,Rome,Imperial builders; urban bath users; labor force,Diocletian; Maximian,The largest imperial bath complex in Rome was built in only eight years and could accommodate thousands of users at once.,Mass construction project; labor/material demand; neighborhood property change; new public-health/leisure venue.,Construction; labor; commerce; public health,4,range,research_addition,https://museonazionaleromano.beniculturali.it/en/baths-of-diocletian/,,,Infrastructure & Settlement,Imperial / Urban,Economy & Finance; Legal & Court; Disease & Public Health; Construction & Estates,High,High,v5
GENS-HIST-0375,300,305,c. AD 300–305,Dominate,Diocletian's palace at Split constructed,Infrastructure / Imperial,Illyrian / Roman,Spalatum (Split),Imperial builders; Dalmatian communities,Diocletian,A vast fortified palace complex was built for Diocletian's retirement.,Construction boom; quarrying; court supply; local urban growth.,Labor; stone; trade,3,approximate_range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eusb.html,,,Infrastructure & Settlement,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Settlement & Demographics; Construction & Estates,Medium,Medium,v1
GENS-HIST-0376,301,301,AD 301,Dominate,Edict on Maximum Prices,Economy / Law,Empire-wide,Empire-wide,Tetrarchic government; merchants; workers,Diocletian,The government attempted to cap prices and wages amid inflation and currency problems.,Price-control compliance; black market; inspections; shortages.,Prices; trade; legal risk,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,https://www.jstor.org/stable/3314009,,Law & Legal Status,Imperial,Economy & Finance; Legal & Court,Critical,High,repo
GENS-HIST-0377,303,303,23 February AD 303,Dominate,First edict of the Great Persecution promulgated,Religion / Persecution Edict,Empire-wide / Christian,Nicomedia and empire-wide,Tetrarchic authorities; Christian churches,Diocletian; Galerius,"The first persecution edict ordered churches destroyed, scriptures surrendered, and Christian officeholders degraded.",Church searched; scriptures hidden; office lost; household servant's legal status threatened.,Piety; property; offices; legal danger,5,exact,research_addition,https://sourcebooks.web.fordham.edu/source/persec1.asp,,,Law & Legal Status,Imperial,Politics & Patronage; Legal & Court; Religion; Construction & Estates,Critical,High,v4
GENS-HIST-0378,303,311,AD 303–311,Dominate,Great Persecution,Religion / Persecution,Empire-wide / Early Christianity,Empire-wide,Tetrarchic authorities; Christians,Diocletian; Galerius,"The last and most severe empire-wide persecution targeted churches, clergy, scriptures, and Christian practice.",Confiscation; apostasy; martyrdom; hidden worship.,Piety; property; legal safety,5,range,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Religion & Culture,Imperial,Legal & Court; Religion; Construction & Estates; Culture & Education,Critical,High,repo
GENS-HIST-0379,304,304,AD 304,Dominate,Universal sacrifice requirement intensifies Great Persecution,Religion / Persecution Edict,Empire-wide / Christian,Empire-wide,Tetrarchic authorities; Christian communities,Diocletian; Galerius,"A later persecution edict required inhabitants broadly to sacrifice, turning local enforcement into a much wider test of religious conformity.",Sacrifice certificate; refusal arrest; family pressure; local magistrate discretion.,Piety; legal safety; reputation; public order,5,exact,research_addition,https://sourcebooks.web.fordham.edu/source/persec1.asp,,,Law & Legal Status,Imperial,Legal & Court; Religion,Critical,High,v4
GENS-HIST-0380,305,305,AD 305,Dominate,Diocletian and Maximian abdicate,Imperial Succession,Roman,Nicomedia / Mediolanum,Tetrarchic regime,Diocletian; Maximian; Galerius; Constantius,"The senior emperors voluntarily abdicated, testing the Tetrarchic succession system.",Planned succession; new courts; uncertainty over excluded heirs.,Political stability; patronage,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Politics & Government,Regional,Politics & Patronage; Legal & Court,Critical,High,repo
GENS-HIST-0381,306,306,AD 306,Constantinian Christian Empire,Constantine proclaimed emperor at Eboracum,Imperial Succession,Roman / British,Eboracum (York),Constantine's army; Tetrarchic claimants,Constantine I; Constantius Chlorus,Constantine was proclaimed by troops after his father's death.,Regional imperial claim; army loyalty; civil-war foreshadowing.,Politics; security,5,exact,repo_authored,https://github.com/rdnovotni/gens/blob/main/docs/design/gens-events-historical-timeline-late-antiquity-content.md,,,Politics & Government,Regional,Politics & Patronage; Military & Security,Critical,High,repo
GENS-HIST-0382,306,306,AD 306,Constantinian Christian Empire,Maxentius seizes power at Rome,Civil War / Usurpation,Roman,Rome and Italy,Praetorian Guard; Roman populace; Tetrarchic rulers,Maxentius; Maximian; Constantine,"Soon after Constantine's proclamation in Britain, Maxentius was acclaimed in Rome, creating another competing imperial regime.",Rome-specific claimant loyalty; tax refusal; Guard mobilization; rival imperial portraits.,Politics; taxes; security; patronage,5,exact,research_addition,https://www.livius.org/articles/misc/list-of-roman-emperors/list-of-roman-emperors-4/,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Economy & Finance; Military & Security; Travel & Trade Routes,Critical,High,v3
GENS-HIST-0383,306,306,c. AD 306,Constantinian Christian Empire,Rome's free food distributions replaced by subsidized grain sales,Economy / Annona Reform,Roman,Rome,Urban beneficiaries; grain sellers; city administration,,"Late-antique evidence indicates a major alteration of Rome's food-distribution regime around 306, replacing earlier free distributions with grain sold at a heavily reduced price.",Household food entitlement changes; must pay subsidized price; grain-shop administration expands.,Food expenses; urban economy; state finance,4,approximate,research_addition,https://www.cambridge.org/core/journals/harvard-theological-review/article/abs/foreign-groups-in-rome-during-the-first-centuries-of-the-empire/4F646AA56AB50983315DAF571EEC9972,,,Economy & Trade,Imperial / Urban,Economy & Finance; Settlement & Demographics,High,Medium,v5
GENS-HIST-0384,306,312,AD 306–312,Constantinian Christian Empire,Civil wars among Tetrarchic claimants,Civil War / Succession,Roman,"Italy, Balkans, Gaul",Multiple imperial claimants,Constantine; Maxentius; Licinius; Galerius; Maximian,The Tetrarchic succession unraveled into overlapping civil wars.,Allegiance choices; confiscation; marching armies.,Security; politics; taxes,5,range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/05/eust.html,,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security,Critical,High,v1
GENS-HIST-0385,307,307,AD 307,Constantinian Christian Empire,Constantine marries Fausta and allies with Maximian,Dynastic Alliance / Succession Politics,Roman,Gaul,Constantinian and Maximianic households,Constantine I; Fausta; Maximian,Constantine strengthened his dynastic legitimacy by marrying Maximian's daughter Fausta during the fractured Tetrarchic civil wars.,Dynastic wedding; patronage alliance; court titles; rival claimant reaction.,Dynasty; politics; patronage,3,exact,research_addition,https://www.livius.org/articles/misc/list-of-roman-emperors/list-of-roman-emperors-4/,,,Politics & Government,Regional,Politics & Patronage; Legal & Court,Medium,High,v4
GENS-HIST-0386,308,308,AD 308,Constantinian Christian Empire,Conference of Carnuntum reorganizes the Tetrarchy and elevates Licinius,Imperial Administration / Succession,Roman,Carnuntum,Tetrarchic emperors and retired Augusti,Diocletian; Galerius; Maximian; Licinius; Constantine; Maxentius,"Imperial leaders met at Carnuntum in an unsuccessful attempt to regularize the fractured Tetrarchic succession, elevating Licinius as Augustus.",Official rank changes; claimant legitimacy dispute; court patron recalculation.,Politics; diplomacy; military loyalty,4,exact,research_addition,https://www.livius.org/articles/misc/list-of-roman-emperors/list-of-roman-emperors-4/,,,Politics & Government,Regional,Politics & Patronage; Legal & Court; Military & Security,High,High,v3
GENS-HIST-0387,309,312,c. AD 309–312,Constantinian Christian Empire,Constantine introduces the solidus gold standard,Economy / Monetary Reform,Roman,"Western Empire, later empire-wide",Imperial mints; army; tax administration,Constantine I,"Constantine introduced the high-purity gold solidus, which became the dominant late Roman and Byzantine gold standard for centuries.",New gold currency; military pay; tax-accounting transition; wealth-store shift.,Currency; taxation; elite wealth; trade; military pay,5,approximate_range,research_addition,https://www.cambridge.org/core/books/exploring-the-economy-of-late-antiquity/precious-metal-coinages-and-monetary-expansion-in-late-antiquity/FFE7EA46EAF83B789DA9E2BE25BD0096,,Sources differ on whether to anchor the first issue at Trier c. 309–310 or the wider reform at 312.,Economy & Trade,Imperial,Economy & Finance; Military & Security,Critical,Medium,v2
GENS-HIST-0388,310,310,AD 310,Constantinian Christian Empire,Maximian dies after failed revolt against Constantine,Civil War / Dynastic Death,Roman,Massilia,Maximian faction; Constantinian regime,Maximian; Constantine I,The retired emperor Maximian attempted to reclaim power against Constantine and died after the rebellion failed.,Former emperor's clients purged; propaganda shift; dynastic scandal.,Politics; patronage; dynasty; security,4,exact,research_addition,https://www.livius.org/articles/misc/list-of-roman-emperors/list-of-roman-emperors-4/,,,Conflict & Security,Regional,Politics & Patronage; Military & Security,High,High,v4
